Task ID,Occupation,Task,User ID,Age,Self-reported Expertise,Automation Desire Rating,Core Skill Rating,Job Security Rating,Enjoyment Rating,Income_Cleaned,LLM_Familiarity_Cleaned,LLM_Familiarity_Dummy,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Generation
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",073fdfb6-505d-485e-a0f5-d628e3543671,47,Expert,2,5,5,4,73000.0,4.0,1.0,111960.0,497800.0,"['Monitoring Processes, Materials, or Surroundings', 'Inspecting Equipment, Structures, or Materials', 'Guiding, Directing, and Motivating Subordinates']",1,5,3,5,5,Gen X+
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,073fdfb6-505d-485e-a0f5-d628e3543671,47,Expert,2,5,4,5,73000.0,4.0,1.0,111960.0,497800.0,['Working with Computers'],1,4,4,5,5,Gen X+
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,073fdfb6-505d-485e-a0f5-d628e3543671,47,Expert,3,5,3,3,73000.0,4.0,1.0,111960.0,497800.0,['Thinking Creatively'],1,3,3,3,3,Gen X+
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",073fdfb6-505d-485e-a0f5-d628e3543671,47,Expert,2,5,5,4,73000.0,4.0,1.0,111960.0,497800.0,['Working with Computers'],1,5,4,5,5,Gen X+
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",78302b81-4938-4240-8768-e5d1a946c0bc,44,Expert,5,5,1,5,125500.0,4.0,1.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",5,5,5,5,3,Gen X+
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",78302b81-4938-4240-8768-e5d1a946c0bc,44,Novice,5,5,5,5,125500.0,4.0,1.0,187990.0,645970.0,['Thinking Creatively'],5,5,5,5,3,Gen X+
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,78302b81-4938-4240-8768-e5d1a946c0bc,44,Expert,5,5,5,5,125500.0,4.0,1.0,187990.0,645970.0,"['Getting Information', 'Judging the Qualities of Objects, Services, or People']",5,5,5,5,3,Gen X+
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,78302b81-4938-4240-8768-e5d1a946c0bc,44,Expert,5,5,5,5,125500.0,4.0,1.0,187990.0,645970.0,['Documenting/Recording Information'],5,5,5,5,3,Gen X+
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,78302b81-4938-4240-8768-e5d1a946c0bc,44,Expert,5,5,5,5,125500.0,4.0,1.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",5,5,5,5,5,Gen X+
974,Computer and Information Systems Managers,Control operational budget and expenditures.,78302b81-4938-4240-8768-e5d1a946c0bc,44,Expert,5,5,5,5,125500.0,4.0,1.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",5,5,5,5,5,Gen X+
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",78302b81-4938-4240-8768-e5d1a946c0bc,44,Novice,5,5,5,5,125500.0,4.0,1.0,187990.0,645970.0,['Thinking Creatively'],5,5,5,5,3,Gen X+
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,28bce7ef-a5a3-46b6-90be-6267ce1901ec,40,Expert,2,3,2,2,125500.0,4.0,1.0,64990.0,697210.0,['Providing Consultation and Advice to Others'],3,2,3,3,2,Millennials
1285,Computer User Support Specialists,Oversee the daily performance of computer systems.,28bce7ef-a5a3-46b6-90be-6267ce1901ec,40,Expert,2,4,3,3,125500.0,4.0,1.0,64990.0,697210.0,"['Monitoring Processes, Materials, or Surroundings']",2,2,4,3,3,Millennials
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",28bce7ef-a5a3-46b6-90be-6267ce1901ec,40,Expert,2,4,3,2,125500.0,4.0,1.0,64990.0,697210.0,"['Getting Information', 'Working with Computers', 'Communicating with Supervisors, Peers, or Subordinates']",2,3,3,3,3,Millennials
1290,Computer User Support Specialists,"Develop training materials and procedures, or train users in the proper use of hardware or software.",28bce7ef-a5a3-46b6-90be-6267ce1901ec,40,Expert,3,3,2,2,125500.0,4.0,1.0,64990.0,697210.0,['Training and Teaching Others'],1,2,2,3,2,Millennials
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,fa785f60-af5d-4322-94ee-6cd65d98e86c,25,Average,3,5,3,4,73000.0,4.0,1.0,111960.0,497800.0,['Working with Computers'],3,3,4,4,3,Gen Z
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",fa785f60-af5d-4322-94ee-6cd65d98e86c,25,Novice,4,4,2,2,73000.0,4.0,1.0,111960.0,497800.0,"['Analyzing Data or Information', 'Thinking Creatively']",1,2,3,3,3,Gen Z
14695,Web Developers,Perform or direct Web site updates.,71059c80-852d-41aa-aa58-15b026ad427d,49,Average,3,2,1,2,,3.0,0.0,98790.0,78860.0,['Working with Computers'],1,4,2,3,3,Gen X+
14713,Web Developers,"Respond to user email inquiries, or set up automated systems to send responses.",71059c80-852d-41aa-aa58-15b026ad427d,49,Expert,1,3,2,3,,3.0,0.0,98790.0,78860.0,['Communicating with People Outside the Organization'],2,5,4,3,4,Gen X+
1283,Computer User Support Specialists,Enter commands and observe system functioning to verify correct operations and detect errors.,28bce7ef-a5a3-46b6-90be-6267ce1901ec,40,Expert,2,4,3,3,125500.0,4.0,1.0,64990.0,697210.0,"['Inspecting Equipment, Structures, or Materials']",1,2,3,3,3,Millennials
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,f8050db7-6869-4cb3-8c3d-3ef5189ba8fc,18,Average,3,3,4,4,125500.0,3.0,0.0,187990.0,645970.0,"['Getting Information', 'Judging the Qualities of Objects, Services, or People']",1,3,4,4,2,Gen Z
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,efb4d600-bd0c-4f02-9042-49524da88bd2,25,Average,3,3,2,3,,4.0,1.0,187990.0,645970.0,['Updating and Using Relevant Knowledge'],1,4,4,4,3,Gen Z
14694,Web Developers,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",71059c80-852d-41aa-aa58-15b026ad427d,49,Average,2,2,1,3,,3.0,0.0,98790.0,78860.0,"['Thinking Creatively', 'Working with Computers']",4,4,2,3,3,Gen X+
14719,Web Developers,Recommend and implement performance improvements.,71059c80-852d-41aa-aa58-15b026ad427d,49,Average,3,2,1,2,,3.0,0.0,98790.0,78860.0,['Providing Consultation and Advice to Others'],1,2,2,2,2,Gen X+
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,f8050db7-6869-4cb3-8c3d-3ef5189ba8fc,18,Average,5,2,4,4,125500.0,3.0,0.0,187990.0,645970.0,['Documenting/Recording Information'],1,2,2,2,2,Gen Z
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,efb4d600-bd0c-4f02-9042-49524da88bd2,25,Expert,3,3,3,3,,4.0,1.0,187990.0,645970.0,['Documenting/Recording Information'],4,3,2,3,2,Gen Z
14694,Web Developers,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",b331ade6-755a-48f5-8b2d-6d18497f6c18,24,Expert,3,4,2,2,45000.0,4.0,1.0,98790.0,78860.0,"['Thinking Creatively', 'Working with Computers']",3,3,3,3,5,Gen Z
14698,Web Developers,Back up files from Web sites to local directories for instant recovery in case of problems.,b331ade6-755a-48f5-8b2d-6d18497f6c18,24,Average,3,3,3,3,45000.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],2,2,2,2,4,Gen Z
14700,Web Developers,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",b331ade6-755a-48f5-8b2d-6d18497f6c18,24,Average,3,3,3,3,45000.0,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",3,3,2,3,3,Gen Z
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",b331ade6-755a-48f5-8b2d-6d18497f6c18,24,Average,3,3,3,3,45000.0,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",3,3,3,3,4,Gen Z
14695,Web Developers,Perform or direct Web site updates.,b331ade6-755a-48f5-8b2d-6d18497f6c18,24,Average,3,3,4,4,45000.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],3,3,3,3,3,Gen Z
14713,Web Developers,"Respond to user email inquiries, or set up automated systems to send responses.",b331ade6-755a-48f5-8b2d-6d18497f6c18,24,Expert,5,4,5,2,45000.0,4.0,1.0,98790.0,78860.0,['Communicating with People Outside the Organization'],4,4,3,1,4,Gen Z
14708,Web Developers,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,b331ade6-755a-48f5-8b2d-6d18497f6c18,24,Average,3,2,2,2,45000.0,4.0,1.0,98790.0,78860.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Providing Consultation and Advice to Others']",3,3,3,3,3,Gen Z
14717,Web Developers,Establish appropriate server directory trees.,b331ade6-755a-48f5-8b2d-6d18497f6c18,24,Average,3,3,3,3,45000.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],3,3,3,2,3,Gen Z
14719,Web Developers,Recommend and implement performance improvements.,b331ade6-755a-48f5-8b2d-6d18497f6c18,24,Average,2,3,3,3,45000.0,4.0,1.0,98790.0,78860.0,['Providing Consultation and Advice to Others'],2,3,2,2,3,Gen Z
14714,Web Developers,Develop or implement procedures for ongoing Web site revision.,b331ade6-755a-48f5-8b2d-6d18497f6c18,24,Average,2,2,2,3,45000.0,4.0,1.0,98790.0,78860.0,['Thinking Creatively'],2,2,3,2,3,Gen Z
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,27,Average,2,1,2,3,73000.0,3.0,0.0,111960.0,497800.0,"['Monitoring Processes, Materials, or Surroundings', 'Inspecting Equipment, Structures, or Materials', 'Guiding, Directing, and Motivating Subordinates']",2,4,1,4,3,Gen Z
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,3f2a5f20-54a5-4388-8568-e33cbf2fb737,27,Expert,2,3,2,3,73000.0,3.0,0.0,111960.0,497800.0,['Working with Computers'],1,2,3,3,3,Gen Z
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,3f2a5f20-54a5-4388-8568-e33cbf2fb737,27,Expert,2,4,2,3,73000.0,3.0,0.0,111960.0,497800.0,['Thinking Creatively'],1,2,4,3,2,Gen Z
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,27,Average,2,2,2,3,73000.0,3.0,0.0,111960.0,497800.0,['Thinking Creatively'],2,2,2,3,2,Gen Z
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,27,Expert,2,3,2,3,73000.0,3.0,0.0,111960.0,497800.0,['Working with Computers'],2,2,3,2,2,Gen Z
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,27,Expert,2,3,2,3,73000.0,3.0,0.0,111960.0,497800.0,['Getting Information'],2,2,2,3,2,Gen Z
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,27,Expert,2,3,2,3,73000.0,3.0,0.0,111960.0,497800.0,"['Analyzing Data or Information', 'Thinking Creatively']",2,2,2,3,2,Gen Z
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,d17e7c1a-c119-4923-b0da-ffd56663a382,41,Average,2,4,3,4,73000.0,4.0,1.0,187990.0,645970.0,['Updating and Using Relevant Knowledge'],2,3,2,4,2,Millennials
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,d17e7c1a-c119-4923-b0da-ffd56663a382,41,Average,2,4,3,4,73000.0,4.0,1.0,187990.0,645970.0,"['Getting Information', 'Judging the Qualities of Objects, Services, or People']",2,3,3,4,2,Millennials
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,d17e7c1a-c119-4923-b0da-ffd56663a382,41,Average,2,4,3,4,73000.0,4.0,1.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",2,4,3,4,3,Millennials
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,44,Expert,3,3,3,4,,4.0,1.0,111960.0,497800.0,['Thinking Creatively'],3,3,3,4,4,Gen X+
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,44,Expert,4,4,4,4,,4.0,1.0,111960.0,497800.0,['Working with Computers'],4,4,4,4,4,Gen X+
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,44,Average,4,4,4,4,,4.0,1.0,111960.0,497800.0,"['Analyzing Data or Information', 'Thinking Creatively']",4,4,4,4,4,Gen X+
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",692898ca-ca4e-4871-ba56-d44f7f9def30,21,Novice,2,2,2,2,,4.0,1.0,111960.0,497800.0,"['Analyzing Data or Information', 'Thinking Creatively']",2,2,3,3,3,Gen Z
14707,Web Developers,Write supporting code for Web applications or Web sites.,cf13dc04-7e26-4024-8969-6e8a2c056763,33,Average,3,4,3,1,45000.0,4.0,1.0,98790.0,78860.0,"['Thinking Creatively', 'Working with Computers']",3,3,3,4,4,Millennials
14698,Web Developers,Back up files from Web sites to local directories for instant recovery in case of problems.,cf13dc04-7e26-4024-8969-6e8a2c056763,33,Average,5,1,4,1,45000.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],2,3,4,3,1,Millennials
14700,Web Developers,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",cf13dc04-7e26-4024-8969-6e8a2c056763,33,Expert,1,4,1,3,45000.0,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",3,4,3,3,3,Millennials
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",cf13dc04-7e26-4024-8969-6e8a2c056763,33,Expert,2,4,1,2,45000.0,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",1,2,3,3,3,Millennials
14708,Web Developers,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,cf13dc04-7e26-4024-8969-6e8a2c056763,33,Novice,4,4,3,2,45000.0,4.0,1.0,98790.0,78860.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Providing Consultation and Advice to Others']",1,3,3,3,4,Millennials
14719,Web Developers,Recommend and implement performance improvements.,cf13dc04-7e26-4024-8969-6e8a2c056763,33,Expert,3,3,1,1,45000.0,4.0,1.0,98790.0,78860.0,['Providing Consultation and Advice to Others'],1,3,1,3,3,Millennials
14714,Web Developers,Develop or implement procedures for ongoing Web site revision.,cf13dc04-7e26-4024-8969-6e8a2c056763,33,Expert,1,3,4,3,45000.0,4.0,1.0,98790.0,78860.0,['Thinking Creatively'],1,1,2,2,2,Millennials
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,cf13dc04-7e26-4024-8969-6e8a2c056763,33,Average,1,4,2,2,45000.0,4.0,1.0,98790.0,78860.0,"['Monitoring Processes, Materials, or Surroundings', 'Communicating with Supervisors, Peers, or Subordinates']",1,3,2,4,3,Millennials
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",7880981c-59da-4d72-96c6-83f3607d288e,56,Expert,2,4,4,2,45000.0,4.0,1.0,111960.0,497800.0,"['Monitoring Processes, Materials, or Surroundings', 'Inspecting Equipment, Structures, or Materials', 'Guiding, Directing, and Motivating Subordinates']",3,2,2,4,2,Gen X+
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,7880981c-59da-4d72-96c6-83f3607d288e,56,Expert,4,4,4,2,45000.0,4.0,1.0,111960.0,497800.0,['Working with Computers'],2,3,3,4,3,Gen X+
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,7880981c-59da-4d72-96c6-83f3607d288e,56,Expert,2,4,3,2,45000.0,4.0,1.0,111960.0,497800.0,['Thinking Creatively'],4,3,2,4,4,Gen X+
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,7880981c-59da-4d72-96c6-83f3607d288e,56,Expert,2,3,4,1,45000.0,4.0,1.0,111960.0,497800.0,"['Making Decisions and Solving Problems', 'Thinking Creatively']",1,3,3,4,2,Gen X+
974,Computer and Information Systems Managers,Control operational budget and expenditures.,d0a28cb3-f349-483b-b346-31c91497a296,18,Average,4,3,2,4,125500.0,3.0,0.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",3,4,4,3,3,Gen Z
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,118a8339-4594-474c-a25d-037bc1d9a43c,24,Expert,5,5,2,5,125500.0,4.0,1.0,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",5,5,5,5,3,Gen Z
974,Computer and Information Systems Managers,Control operational budget and expenditures.,118a8339-4594-474c-a25d-037bc1d9a43c,24,Expert,5,5,2,5,125500.0,4.0,1.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",5,5,5,5,3,Gen Z
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,3ef36c0f-554a-4a88-831f-1e0f5250831b,35,Average,3,3,1,4,125500.0,4.0,1.0,111960.0,497800.0,['Working with Computers'],2,4,2,5,4,Millennials
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,3ef36c0f-554a-4a88-831f-1e0f5250831b,35,Average,4,3,3,2,125500.0,4.0,1.0,111960.0,497800.0,['Thinking Creatively'],3,3,3,4,2,Millennials
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",3ef36c0f-554a-4a88-831f-1e0f5250831b,35,Average,2,4,1,5,125500.0,4.0,1.0,111960.0,497800.0,['Thinking Creatively'],2,5,4,4,2,Millennials
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",3ef36c0f-554a-4a88-831f-1e0f5250831b,35,Average,4,2,4,3,125500.0,4.0,1.0,111960.0,497800.0,['Analyzing Data or Information'],2,4,3,4,3,Millennials
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",3ef36c0f-554a-4a88-831f-1e0f5250831b,35,Average,4,3,4,3,125500.0,4.0,1.0,111960.0,497800.0,['Getting Information'],3,4,3,2,3,Millennials
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",3ef36c0f-554a-4a88-831f-1e0f5250831b,35,Average,3,3,3,3,125500.0,4.0,1.0,111960.0,497800.0,"['Analyzing Data or Information', 'Thinking Creatively']",2,3,2,4,2,Millennials
14707,Web Developers,Write supporting code for Web applications or Web sites.,62f0d54f-047b-4db5-b5df-7f5b986359cb,25,Expert,3,4,4,3,45000.0,4.0,1.0,98790.0,78860.0,"['Thinking Creatively', 'Working with Computers']",1,4,1,2,3,Gen Z
14694,Web Developers,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",62f0d54f-047b-4db5-b5df-7f5b986359cb,25,Expert,2,4,3,4,45000.0,4.0,1.0,98790.0,78860.0,"['Thinking Creatively', 'Working with Computers']",1,4,3,4,2,Gen Z
14698,Web Developers,Back up files from Web sites to local directories for instant recovery in case of problems.,62f0d54f-047b-4db5-b5df-7f5b986359cb,25,Expert,2,3,1,3,45000.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],1,2,1,3,3,Gen Z
14700,Web Developers,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",62f0d54f-047b-4db5-b5df-7f5b986359cb,25,Expert,2,3,2,4,45000.0,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",1,2,3,4,4,Gen Z
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",62f0d54f-047b-4db5-b5df-7f5b986359cb,25,Expert,3,4,2,2,45000.0,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",3,3,4,4,3,Gen Z
14695,Web Developers,Perform or direct Web site updates.,62f0d54f-047b-4db5-b5df-7f5b986359cb,25,Expert,3,4,3,2,45000.0,4.0,1.0,98790.0,78860.0,['Working with Computers'],1,3,2,4,3,Gen Z
14719,Web Developers,Recommend and implement performance improvements.,62f0d54f-047b-4db5-b5df-7f5b986359cb,25,Average,2,3,2,3,45000.0,4.0,1.0,98790.0,78860.0,['Providing Consultation and Advice to Others'],1,2,2,3,4,Gen Z
14714,Web Developers,Develop or implement procedures for ongoing Web site revision.,62f0d54f-047b-4db5-b5df-7f5b986359cb,25,Expert,1,2,3,2,45000.0,4.0,1.0,98790.0,78860.0,['Thinking Creatively'],3,2,2,4,2,Gen Z
14722,Web Developers,"Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware.",62f0d54f-047b-4db5-b5df-7f5b986359cb,25,Expert,1,4,2,3,45000.0,4.0,1.0,98790.0,78860.0,['Thinking Creatively'],4,2,3,3,3,Gen Z
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,62f0d54f-047b-4db5-b5df-7f5b986359cb,25,Average,3,2,3,2,45000.0,4.0,1.0,98790.0,78860.0,"['Monitoring Processes, Materials, or Surroundings', 'Communicating with Supervisors, Peers, or Subordinates']",1,4,2,3,3,Gen Z
974,Computer and Information Systems Managers,Control operational budget and expenditures.,90f62f69-424f-42ff-8701-05c02c8bd159,51,Expert,4,3,4,5,45000.0,4.0,1.0,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",1,3,3,2,4,Gen X+
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,44,Novice,4,3,4,4,,4.0,1.0,111960.0,497800.0,['Thinking Creatively'],4,3,3,4,3,Gen X+
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,44,Average,4,4,4,4,,4.0,1.0,111960.0,497800.0,['Analyzing Data or Information'],4,4,4,3,4,Gen X+
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,44,Average,3,4,3,4,,4.0,1.0,111960.0,497800.0,['Getting Information'],4,3,4,3,4,Gen X+
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,44,Average,3,4,3,4,,4.0,1.0,111960.0,497800.0,"['Making Decisions and Solving Problems', 'Thinking Creatively']",4,3,3,4,4,Gen X+
14707,Web Developers,Write supporting code for Web applications or Web sites.,762bed7b-13ab-4369-8395-a16df90441a6,50,Expert,3,5,2,4,73000.0,4.0,1.0,98790.0,78860.0,"['Thinking Creatively', 'Working with Computers']",2,2,3,5,4,Gen X+
14694,Web Developers,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",762bed7b-13ab-4369-8395-a16df90441a6,50,Average,5,3,2,2,73000.0,4.0,1.0,98790.0,78860.0,"['Thinking Creatively', 'Working with Computers']",3,4,2,4,3,Gen X+
14700,Web Developers,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",762bed7b-13ab-4369-8395-a16df90441a6,50,Expert,2,5,2,4,73000.0,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",3,2,4,5,5,Gen X+
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",762bed7b-13ab-4369-8395-a16df90441a6,50,Expert,4,4,2,3,73000.0,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",2,2,3,3,4,Gen X+
14708,Web Developers,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,762bed7b-13ab-4369-8395-a16df90441a6,50,Expert,4,3,1,3,73000.0,4.0,1.0,98790.0,78860.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Providing Consultation and Advice to Others']",2,3,3,2,2,Gen X+
14719,Web Developers,Recommend and implement performance improvements.,762bed7b-13ab-4369-8395-a16df90441a6,50,Average,2,2,3,2,73000.0,4.0,1.0,98790.0,78860.0,['Providing Consultation and Advice to Others'],3,4,2,3,2,Gen X+
14714,Web Developers,Develop or implement procedures for ongoing Web site revision.,762bed7b-13ab-4369-8395-a16df90441a6,50,Average,3,3,2,4,73000.0,4.0,1.0,98790.0,78860.0,['Thinking Creatively'],2,2,3,4,3,Gen X+
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,762bed7b-13ab-4369-8395-a16df90441a6,50,Expert,1,4,1,4,73000.0,4.0,1.0,98790.0,78860.0,"['Monitoring Processes, Materials, or Surroundings', 'Communicating with Supervisors, Peers, or Subordinates']",2,2,3,3,4,Gen X+
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",62cf3c63-3007-45a1-8225-37c03128ff36,33,Novice,4,1,5,1,45000.0,4.0,1.0,111960.0,497800.0,['Analyzing Data or Information'],1,1,2,4,4,Millennials
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,b22429d3-2fb5-4adb-bde7-13bdcc990a33,49,Average,3,2,1,3,125500.0,3.0,0.0,111960.0,497800.0,['Thinking Creatively'],1,3,3,4,4,Gen X+
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",b22429d3-2fb5-4adb-bde7-13bdcc990a33,49,Expert,3,4,3,3,125500.0,3.0,0.0,111960.0,497800.0,['Getting Information'],1,3,2,3,3,Gen X+
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",62cf3c63-3007-45a1-8225-37c03128ff36,33,Novice,3,1,4,2,45000.0,4.0,1.0,111960.0,497800.0,['Working with Computers'],1,1,1,4,3,Millennials
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",62cf3c63-3007-45a1-8225-37c03128ff36,33,Average,4,3,4,2,45000.0,4.0,1.0,111960.0,497800.0,"['Analyzing Data or Information', 'Thinking Creatively']",1,1,2,3,4,Millennials
